index,seed,family,n,m,delta,Delta,high_degree,gamma,furones_size,furones_valid,ratio,tau,rho_n,within_rho,optimal
450,12795,circulant,16,80,10,10,True,2,2,True,1.0,1.375,4.0,True,True
451,12796,random_regular,11,22,4,4,True,3,3,True,1.0,1.3636,4.0,True,True
452,12797,erdos_renyi,9,19,3,6,True,2,2,True,1.0,1.5556,4.0,True,True
453,12798,hypercube,16,33,4,5,True,4,4,True,1.0,1.5,4.0,True,True
454,12799,paley,13,40,6,7,True,3,3,True,1.0,1.8462,4.0,True,True
455,12800,complete,6,15,5,5,True,1,1,True,1.0,1.0,4.0,True,True
456,12801,cocktail_party,10,40,8,8,True,2,2,True,1.0,1.8,4.0,True,True
457,12802,circulant,9,18,4,4,True,2,2,True,1.0,1.1111,4.0,True,True
458,12803,random_regular,14,35,5,5,True,3,3,True,1.0,1.2857,4.0,True,True
459,12804,erdos_renyi,15,84,8,13,True,2,2,True,1.0,1.8667,4.0,True,True
460,12805,hypercube,8,13,3,4,True,2,2,True,1.0,1.25,4.0,True,True
461,12806,paley,13,39,6,6,True,3,3,True,1.0,1.6154,4.0,True,True
462,12807,complete,11,55,10,10,True,1,1,True,1.0,1.0,4.0,True,True
463,12808,cocktail_party,6,12,4,4,True,2,2,True,1.0,1.6667,4.0,True,True
464,12809,circulant,9,36,8,8,True,1,1,True,1.0,1.0,4.0,True,True
465,12810,random_regular,15,30,4,4,True,4,4,True,1.0,1.3333,4.0,True,True
466,12811,erdos_renyi,9,28,5,8,True,1,1,True,1.0,1.0,4.0,True,True
467,12812,hypercube,8,14,3,5,True,2,2,True,1.0,1.5,4.0,True,True
468,12813,paley,5,5,2,2,True,2,2,True,1.0,1.2,4.0,True,True
469,12814,complete,13,78,12,12,True,1,1,True,1.0,1.0,4.0,True,True
470,12815,cocktail_party,12,60,10,10,True,2,2,True,1.0,1.8333,4.0,True,True
471,12816,circulant,10,40,8,8,True,2,2,True,1.0,1.8,4.0,True,True
472,12817,random_regular,16,64,8,8,True,2,2,True,1.0,1.125,4.0,True,True
473,12818,erdos_renyi,8,20,4,6,True,2,2,True,1.0,1.75,4.0,True,True
474,12819,hypercube,8,12,3,3,True,2,2,True,1.0,1.0,4.0,True,True
475,12820,paley,13,40,6,7,True,3,3,True,1.0,1.8462,4.0,True,True
476,12821,complete,13,78,12,12,True,1,1,True,1.0,1.0,4.0,True,True
477,12822,cocktail_party,12,60,10,10,True,2,2,True,1.0,1.8333,4.0,True,True
478,12823,circulant,16,96,12,12,True,2,2,True,1.0,1.625,4.0,True,True
479,12824,random_regular,9,18,4,4,True,2,2,True,1.0,1.1111,4.0,True,True
480,12825,erdos_renyi,12,46,4,10,True,2,2,True,1.0,1.8333,4.0,True,True
481,12826,hypercube,8,13,3,4,True,2,2,True,1.0,1.25,4.0,True,True
482,12827,paley,13,39,6,6,True,3,3,True,1.0,1.6154,4.0,True,True
483,12828,complete,12,66,11,11,True,1,1,True,1.0,1.0,4.0,True,True
484,12829,cocktail_party,16,112,14,14,True,2,2,True,1.0,1.875,4.0,True,True
485,12830,circulant,14,84,12,12,True,2,2,True,1.0,1.8571,4.0,True,True
486,12831,random_regular,10,20,4,4,True,3,3,True,1.0,1.5,4.0,True,True
487,12832,erdos_renyi,10,23,3,6,True,2,2,True,1.0,1.4,4.0,True,True
488,12833,hypercube,16,32,4,4,True,4,4,True,1.0,1.25,4.0,True,True
489,12834,paley,5,7,2,3,True,2,2,True,1.0,1.6,4.0,True,True
490,12835,complete,7,21,6,6,True,1,1,True,1.0,1.0,4.0,True,True
491,12836,cocktail_party,14,84,12,12,True,2,2,True,1.0,1.8571,4.0,True,True
492,12837,circulant,8,16,4,4,True,2,2,True,1.0,1.25,4.0,True,True
493,12838,random_regular,16,64,8,8,True,2,2,True,1.0,1.125,4.0,True,True
494,12839,erdos_renyi,10,28,3,8,True,2,2,True,1.0,1.8,4.0,True,True
495,12840,hypercube,8,12,3,3,True,2,2,True,1.0,1.0,4.0,True,True
496,12841,paley,13,40,6,7,True,3,3,True,1.0,1.8462,4.0,True,True
497,12842,complete,11,55,10,10,True,1,1,True,1.0,1.0,4.0,True,True
498,12843,cocktail_party,8,24,6,6,True,2,2,True,1.0,1.75,4.0,True,True
499,12844,circulant,13,26,4,4,True,3,3,True,1.0,1.1538,4.0,True,True
500,12845,random_regular,15,45,6,6,True,3,3,True,1.0,1.4,4.0,True,True
501,12846,erdos_renyi,9,28,4,8,True,1,1,True,1.0,1.0,4.0,True,True
502,12847,hypercube,16,34,4,6,True,4,4,True,1.0,1.75,4.0,True,True
503,12848,paley,5,5,2,2,True,2,2,True,1.0,1.2,4.0,True,True
504,12849,complete,16,120,15,15,True,1,1,True,1.0,1.0,4.0,True,True
505,12850,cocktail_party,8,24,6,6,True,2,2,True,1.0,1.75,4.0,True,True
506,12851,circulant,13,65,10,10,True,2,2,True,1.0,1.6923,4.0,True,True
507,12852,random_regular,12,24,4,4,True,3,3,True,1.0,1.25,4.0,True,True
508,12853,erdos_renyi,8,15,3,5,True,2,2,True,1.0,1.5,4.0,True,True
509,12854,hypercube,16,33,4,5,True,4,4,True,1.0,1.5,4.0,True,True
510,12855,paley,13,39,6,6,True,3,3,True,1.0,1.6154,4.0,True,True
511,12856,complete,11,55,10,10,True,1,1,True,1.0,1.0,4.0,True,True
512,12857,cocktail_party,16,112,14,14,True,2,2,True,1.0,1.875,4.0,True,True
513,12858,circulant,14,70,10,10,True,2,2,True,1.0,1.5714,4.0,True,True
514,12859,random_regular,13,26,4,4,True,3,3,True,1.0,1.1538,4.0,True,True
515,12860,erdos_renyi,11,27,2,7,True,2,2,True,1.0,1.4545,4.0,True,True
516,12861,hypercube,16,32,4,4,True,4,4,True,1.0,1.25,4.0,True,True
517,12862,paley,13,39,6,6,True,3,3,True,1.0,1.6154,4.0,True,True
518,12863,complete,6,15,5,5,True,1,1,True,1.0,1.0,4.0,True,True
519,12864,cocktail_party,6,12,4,4,True,2,2,True,1.0,1.6667,4.0,True,True
520,12865,circulant,11,55,10,10,True,1,1,True,1.0,1.0,4.0,True,True
521,12866,random_regular,15,30,4,4,True,4,4,True,1.0,1.3333,4.0,True,True
522,12867,erdos_renyi,10,31,4,8,True,2,2,True,1.0,1.8,4.0,True,True
523,12868,hypercube,16,32,4,4,True,4,4,True,1.0,1.25,4.0,True,True
524,12869,paley,13,39,6,6,True,3,3,True,1.0,1.6154,4.0,True,True
525,12870,complete,12,66,11,11,True,1,1,True,1.0,1.0,4.0,True,True
526,12871,cocktail_party,14,84,12,12,True,2,2,True,1.0,1.8571,4.0,True,True
527,12872,circulant,10,20,4,4,True,2,2,True,1.0,1.0,4.0,True,True
528,12873,random_regular,14,28,4,4,True,3,3,True,1.0,1.0714,4.0,True,True
529,12874,erdos_renyi,14,65,7,11,True,2,2,True,1.0,1.7143,4.0,True,True
530,12875,hypercube,16,34,4,5,True,4,4,True,1.0,1.5,4.0,True,True
531,12876,paley,5,7,2,4,True,1,1,True,1.0,1.0,4.0,True,True
532,12877,complete,7,21,6,6,True,1,1,True,1.0,1.0,4.0,True,True
533,12878,cocktail_party,12,60,10,10,True,2,2,True,1.0,1.8333,4.0,True,True
534,12879,circulant,10,20,4,4,True,2,2,True,1.0,1.0,4.0,True,True
535,12880,random_regular,14,28,4,4,True,4,4,True,1.0,1.4286,4.0,True,True
536,12881,erdos_renyi,9,28,4,8,True,1,1,True,1.0,1.0,4.0,True,True
537,12882,hypercube,16,33,4,5,True,4,4,True,1.0,1.5,4.0,True,True
538,12883,paley,13,40,6,7,True,3,3,True,1.0,1.8462,4.0,True,True
539,12884,complete,7,21,6,6,True,1,1,True,1.0,1.0,4.0,True,True
540,12885,cocktail_party,6,12,4,4,True,2,2,True,1.0,1.6667,4.0,True,True
541,12886,circulant,16,64,8,8,True,2,2,True,1.0,1.125,4.0,True,True
542,12887,random_regular,13,26,4,4,True,3,3,True,1.0,1.1538,4.0,True,True
543,12888,erdos_renyi,16,82,7,12,True,2,2,True,1.0,1.625,4.0,True,True
544,12889,hypercube,16,32,4,4,True,4,4,True,1.0,1.25,4.0,True,True
545,12890,paley,13,40,6,7,True,3,3,True,1.0,1.8462,4.0,True,True
546,12891,complete,13,78,12,12,True,1,1,True,1.0,1.0,4.0,True,True
547,12892,cocktail_party,16,112,14,14,True,2,2,True,1.0,1.875,4.0,True,True
548,12893,circulant,11,44,8,8,True,2,2,True,1.0,1.6364,4.0,True,True
549,12894,random_regular,13,26,4,4,True,3,3,True,1.0,1.1538,4.0,True,True
550,12895,erdos_renyi,9,27,4,7,True,2,2,True,1.0,1.7778,4.0,True,True
551,12896,hypercube,16,34,4,5,True,4,4,True,1.0,1.5,4.0,True,True
552,12897,paley,5,5,2,2,True,2,2,True,1.0,1.2,4.0,True,True
553,12898,complete,6,15,5,5,True,1,1,True,1.0,1.0,4.0,True,True
554,12899,cocktail_party,8,24,6,6,True,2,2,True,1.0,1.75,4.0,True,True
555,12900,circulant,15,75,10,10,True,2,2,True,1.0,1.4667,4.0,True,True
556,12901,random_regular,8,16,4,4,True,2,2,True,1.0,1.25,4.0,True,True
557,12902,erdos_renyi,15,59,5,12,True,2,2,True,1.0,1.7333,4.0,True,True
558,12903,hypercube,8,14,3,4,True,2,2,True,1.0,1.25,4.0,True,True
559,12904,paley,5,5,2,2,True,2,2,True,1.0,1.2,4.0,True,True
560,12905,complete,10,45,9,9,True,1,1,True,1.0,1.0,4.0,True,True
561,12906,cocktail_party,12,60,10,10,True,2,2,True,1.0,1.8333,4.0,True,True
562,12907,circulant,13,39,6,6,True,2,2,True,1.0,1.0769,4.0,True,True
563,12908,random_regular,12,36,6,6,True,2,2,True,1.0,1.1667,4.0,True,True
564,12909,erdos_renyi,16,71,5,13,True,2,2,True,1.0,1.75,4.0,True,True
565,12910,hypercube,16,34,4,5,True,4,4,True,1.0,1.5,4.0,True,True
566,12911,paley,5,5,2,2,True,2,2,True,1.0,1.2,4.0,True,True
567,12912,complete,14,91,13,13,True,1,1,True,1.0,1.0,4.0,True,True
568,12913,cocktail_party,8,24,6,6,True,2,2,True,1.0,1.75,4.0,True,True
569,12914,circulant,15,90,12,12,True,2,2,True,1.0,1.7333,4.0,True,True
570,12915,random_regular,14,35,5,5,True,3,3,True,1.0,1.2857,4.0,True,True
571,12916,erdos_renyi,9,19,2,6,True,2,2,True,1.0,1.5556,4.0,True,True
572,12917,hypercube,16,35,4,5,True,4,4,True,1.0,1.5,4.0,True,True
573,12918,paley,5,5,2,2,True,2,2,True,1.0,1.2,4.0,True,True
574,12919,complete,8,28,7,7,True,1,1,True,1.0,1.0,4.0,True,True
575,12920,cocktail_party,6,12,4,4,True,2,2,True,1.0,1.6667,4.0,True,True
576,12921,circulant,13,78,12,12,True,1,1,True,1.0,1.0,4.0,True,True
577,12922,random_regular,12,24,4,4,True,3,3,True,1.0,1.25,4.0,True,True
578,12923,erdos_renyi,8,20,4,6,True,2,2,True,1.0,1.75,4.0,True,True
579,12924,hypercube,16,32,4,4,True,4,4,True,1.0,1.25,4.0,True,True
580,12925,paley,13,39,6,6,True,3,3,True,1.0,1.6154,4.0,True,True
581,12926,complete,9,36,8,8,True,1,1,True,1.0,1.0,4.0,True,True
582,12927,cocktail_party,10,40,8,8,True,2,2,True,1.0,1.8,4.0,True,True
583,12928,circulant,10,20,4,4,True,2,2,True,1.0,1.0,4.0,True,True
584,12929,random_regular,11,22,4,4,True,3,3,True,1.0,1.3636,4.0,True,True
585,12930,erdos_renyi,9,25,4,7,True,2,2,True,1.0,1.7778,4.0,True,True
586,12931,hypercube,16,32,4,4,True,4,4,True,1.0,1.25,4.0,True,True
587,12932,paley,5,6,2,3,True,2,2,True,1.0,1.6,4.0,True,True
588,12933,complete,7,21,6,6,True,1,1,True,1.0,1.0,4.0,True,True
589,12934,cocktail_party,8,24,6,6,True,2,2,True,1.0,1.75,4.0,True,True
590,12935,circulant,12,36,6,6,True,2,2,True,1.0,1.1667,4.0,True,True
591,12936,random_regular,13,26,4,4,True,3,3,True,1.0,1.1538,4.0,True,True
592,12937,erdos_renyi,14,64,7,11,True,2,2,True,1.0,1.7143,4.0,True,True
593,12938,hypercube,16,32,4,4,True,4,4,True,1.0,1.25,4.0,True,True
594,12939,paley,5,5,2,2,True,2,2,True,1.0,1.2,4.0,True,True
595,12940,complete,12,66,11,11,True,1,1,True,1.0,1.0,4.0,True,True
596,12941,cocktail_party,14,84,12,12,True,2,2,True,1.0,1.8571,4.0,True,True
597,12942,circulant,16,96,12,12,True,2,2,True,1.0,1.625,4.0,True,True
598,12943,random_regular,14,49,7,7,True,2,2,True,1.0,1.1429,4.0,True,True
599,12944,erdos_renyi,13,38,3,8,True,2,2,True,1.0,1.3846,4.0,True,True
600,12945,hypercube,16,33,4,5,True,4,4,True,1.0,1.5,4.0,True,True
601,12946,paley,13,40,6,7,True,3,3,True,1.0,1.8462,4.0,True,True
602,12947,complete,13,78,12,12,True,1,1,True,1.0,1.0,4.0,True,True
603,12948,cocktail_party,12,60,10,10,True,2,2,True,1.0,1.8333,4.0,True,True
604,12949,circulant,13,26,4,4,True,3,3,True,1.0,1.1538,4.0,True,True
605,12950,random_regular,11,22,4,4,True,3,3,True,1.0,1.3636,4.0,True,True
606,12951,erdos_renyi,10,33,5,8,True,2,2,True,1.0,1.8,4.0,True,True
607,12952,hypercube,8,14,3,5,True,2,2,True,1.0,1.5,4.0,True,True
608,12953,paley,5,5,2,2,True,2,2,True,1.0,1.2,4.0,True,True
609,12954,complete,11,55,10,10,True,1,1,True,1.0,1.0,4.0,True,True
610,12955,cocktail_party,10,40,8,8,True,2,2,True,1.0,1.8,4.0,True,True
611,12956,circulant,11,55,10,10,True,1,1,True,1.0,1.0,4.0,True,True
612,12957,random_regular,14,49,7,7,True,2,2,True,1.0,1.1429,4.0,True,True
613,12958,erdos_renyi,9,23,3,8,True,1,1,True,1.0,1.0,4.0,True,True
614,12959,hypercube,8,12,3,3,True,2,2,True,1.0,1.0,4.0,True,True
615,12960,paley,13,40,6,7,True,3,3,True,1.0,1.8462,4.0,True,True
616,12961,complete,10,45,9,9,True,1,1,True,1.0,1.0,4.0,True,True
617,12962,cocktail_party,12,60,10,10,True,2,2,True,1.0,1.8333,4.0,True,True
618,12963,circulant,10,40,8,8,True,2,2,True,1.0,1.8,4.0,True,True
619,12964,random_regular,12,24,4,4,True,3,3,True,1.0,1.25,4.0,True,True
620,12965,erdos_renyi,8,24,5,7,True,1,1,True,1.0,1.0,4.0,True,True
621,12966,hypercube,8,13,3,4,True,2,2,True,1.0,1.25,4.0,True,True
622,12967,paley,13,39,6,6,True,3,3,True,1.0,1.6154,4.0,True,True
623,12968,complete,16,120,15,15,True,1,1,True,1.0,1.0,4.0,True,True
624,12969,cocktail_party,14,84,12,12,True,2,2,True,1.0,1.8571,4.0,True,True
625,12970,circulant,8,24,6,6,True,2,2,True,1.0,1.75,4.0,True,True
626,12971,random_regular,8,12,3,3,True,2,2,True,1.0,1.0,4.0,True,True
627,12972,erdos_renyi,10,25,2,7,True,2,2,True,1.0,1.6,4.0,True,True
628,12973,hypercube,16,34,4,5,True,4,4,True,1.0,1.5,4.0,True,True
629,12974,paley,5,6,2,3,True,2,2,True,1.0,1.6,4.0,True,True
630,12975,complete,15,105,14,14,True,1,1,True,1.0,1.0,4.0,True,True
631,12976,cocktail_party,16,112,14,14,True,2,2,True,1.0,1.875,4.0,True,True
632,12977,circulant,9,27,6,6,True,2,2,True,1.0,1.5556,4.0,True,True
633,12978,random_regular,12,36,6,6,True,2,2,True,1.0,1.1667,4.0,True,True
634,12979,erdos_renyi,13,46,4,11,True,2,2,True,1.0,1.8462,4.0,True,True
635,12980,hypercube,16,35,4,5,True,4,4,True,1.0,1.5,4.0,True,True
636,12981,paley,13,39,6,6,True,3,3,True,1.0,1.6154,4.0,True,True
637,12982,complete,15,105,14,14,True,1,1,True,1.0,1.0,4.0,True,True
638,12983,cocktail_party,10,40,8,8,True,2,2,True,1.0,1.8,4.0,True,True
639,12984,circulant,16,120,15,15,True,1,1,True,1.0,1.0,4.0,True,True
640,12985,random_regular,10,25,5,5,True,2,2,True,1.0,1.2,4.0,True,True
641,12986,erdos_renyi,15,66,6,11,True,2,2,True,1.0,1.6,4.0,True,True
642,12987,hypercube,8,13,3,4,True,2,2,True,1.0,1.25,4.0,True,True
643,12988,paley,5,7,2,4,True,1,1,True,1.0,1.0,4.0,True,True
644,12989,complete,16,120,15,15,True,1,1,True,1.0,1.0,4.0,True,True
645,12990,cocktail_party,8,24,6,6,True,2,2,True,1.0,1.75,4.0,True,True
646,12991,circulant,15,75,10,10,True,2,2,True,1.0,1.4667,4.0,True,True
647,12992,random_regular,10,20,4,4,True,3,3,True,1.0,1.5,4.0,True,True
648,12993,erdos_renyi,8,11,1,4,True,2,2,True,1.0,1.25,4.0,True,True
649,12994,hypercube,8,13,3,4,True,2,2,True,1.0,1.25,4.0,True,True
650,12995,paley,13,40,6,7,True,3,3,True,1.0,1.8462,4.0,True,True
651,12996,complete,9,36,8,8,True,1,1,True,1.0,1.0,4.0,True,True
652,12997,cocktail_party,12,60,10,10,True,2,2,True,1.0,1.8333,4.0,True,True
653,12998,circulant,11,44,8,8,True,2,2,True,1.0,1.6364,4.0,True,True
654,12999,random_regular,15,30,4,4,True,4,4,True,1.0,1.3333,4.0,True,True
655,13000,erdos_renyi,9,20,2,6,True,2,2,True,1.0,1.5556,4.0,True,True
656,13001,hypercube,16,33,4,5,True,4,4,True,1.0,1.5,4.0,True,True
657,13002,paley,13,39,6,6,True,3,3,True,1.0,1.6154,4.0,True,True
658,13003,complete,10,45,9,9,True,1,1,True,1.0,1.0,4.0,True,True
659,13004,cocktail_party,10,40,8,8,True,2,2,True,1.0,1.8,4.0,True,True
660,13005,circulant,11,33,6,6,True,2,2,True,1.0,1.2727,4.0,True,True
661,13006,random_regular,13,39,6,6,True,3,3,True,1.0,1.6154,4.0,True,True
662,13007,erdos_renyi,11,39,5,9,True,2,2,True,1.0,1.8182,4.0,True,True
663,13008,hypercube,16,32,4,4,True,4,4,True,1.0,1.25,4.0,True,True
664,13009,paley,5,6,2,3,True,2,2,True,1.0,1.6,4.0,True,True
665,13010,complete,14,91,13,13,True,1,1,True,1.0,1.0,4.0,True,True
666,13011,cocktail_party,6,12,4,4,True,2,2,True,1.0,1.6667,4.0,True,True
667,13012,circulant,11,55,10,10,True,1,1,True,1.0,1.0,4.0,True,True
668,13013,random_regular,9,18,4,4,True,2,2,True,1.0,1.1111,4.0,True,True
669,13014,erdos_renyi,15,74,7,12,True,2,2,True,1.0,1.7333,4.0,True,True
670,13015,hypercube,8,12,3,3,True,2,2,True,1.0,1.0,4.0,True,True
671,13016,paley,13,40,6,7,True,3,3,True,1.0,1.8462,4.0,True,True
672,13017,complete,12,66,11,11,True,1,1,True,1.0,1.0,4.0,True,True
673,13018,cocktail_party,12,60,10,10,True,2,2,True,1.0,1.8333,4.0,True,True
674,13019,circulant,10,45,9,9,True,1,1,True,1.0,1.0,4.0,True,True
675,13020,random_regular,15,45,6,6,True,3,3,True,1.0,1.4,4.0,True,True
676,13021,erdos_renyi,13,63,7,11,True,2,2,True,1.0,1.8462,4.0,True,True
677,13022,hypercube,16,33,4,5,True,4,4,True,1.0,1.5,4.0,True,True
678,13023,paley,5,5,2,2,True,2,2,True,1.0,1.2,4.0,True,True
679,13024,complete,10,45,9,9,True,1,1,True,1.0,1.0,4.0,True,True
680,13025,cocktail_party,10,40,8,8,True,2,2,True,1.0,1.8,4.0,True,True
681,13026,circulant,10,30,6,6,True,2,2,True,1.0,1.4,4.0,True,True
682,13027,random_regular,12,36,6,6,True,2,2,True,1.0,1.1667,4.0,True,True
683,13028,erdos_renyi,12,32,2,8,True,2,2,True,1.0,1.5,4.0,True,True
684,13029,hypercube,16,33,4,5,True,4,4,True,1.0,1.5,4.0,True,True
685,13030,paley,13,40,6,7,True,3,3,True,1.0,1.8462,4.0,True,True
686,13031,complete,13,78,12,12,True,1,1,True,1.0,1.0,4.0,True,True
687,13032,cocktail_party,16,112,14,14,True,2,2,True,1.0,1.875,4.0,True,True
688,13033,circulant,12,48,8,8,True,2,2,True,1.0,1.5,4.0,True,True
689,13034,random_regular,15,30,4,4,True,4,4,True,1.0,1.3333,4.0,True,True
690,13035,erdos_renyi,12,26,2,8,True,3,3,True,1.0,2.25,4.0,True,True
691,13036,hypercube,8,14,3,4,True,2,2,True,1.0,1.25,4.0,True,True
692,13037,paley,13,39,6,6,True,3,3,True,1.0,1.6154,4.0,True,True
693,13038,complete,14,91,13,13,True,1,1,True,1.0,1.0,4.0,True,True
694,13039,cocktail_party,6,12,4,4,True,2,2,True,1.0,1.6667,4.0,True,True
695,13040,circulant,13,52,8,8,True,2,2,True,1.0,1.3846,4.0,True,True
696,13041,random_regular,14,35,5,5,True,3,3,True,1.0,1.2857,4.0,True,True
697,13042,erdos_renyi,13,54,6,11,True,2,2,True,1.0,1.8462,4.0,True,True
698,13043,hypercube,8,12,3,3,True,2,2,True,1.0,1.0,4.0,True,True
699,13044,paley,5,7,2,3,True,2,2,True,1.0,1.6,4.0,True,True
700,13045,complete,8,28,7,7,True,1,1,True,1.0,1.0,4.0,True,True
701,13046,cocktail_party,10,40,8,8,True,2,2,True,1.0,1.8,4.0,True,True
702,13047,circulant,8,16,4,4,True,2,2,True,1.0,1.25,4.0,True,True
703,13048,random_regular,11,22,4,4,True,3,3,True,1.0,1.3636,4.0,True,True
704,13049,erdos_renyi,15,54,3,10,True,2,2,True,1.0,1.4667,4.0,True,True
705,13050,hypercube,16,32,4,4,True,4,4,True,1.0,1.25,4.0,True,True
706,13051,paley,5,5,2,2,True,2,2,True,1.0,1.2,4.0,True,True
707,13052,complete,8,28,7,7,True,1,1,True,1.0,1.0,4.0,True,True
708,13053,cocktail_party,16,112,14,14,True,2,2,True,1.0,1.875,4.0,True,True
709,13054,circulant,16,120,15,15,True,1,1,True,1.0,1.0,4.0,True,True
710,13055,random_regular,12,30,5,5,True,2,2,True,1.0,1.0,4.0,True,True
711,13056,erdos_renyi,14,42,1,9,True,2,2,True,1.0,1.4286,4.0,True,True
712,13057,hypercube,8,12,3,3,True,2,2,True,1.0,1.0,4.0,True,True
713,13058,paley,5,6,2,3,True,2,2,True,1.0,1.6,4.0,True,True
714,13059,complete,10,45,9,9,True,1,1,True,1.0,1.0,4.0,True,True
715,13060,cocktail_party,10,40,8,8,True,2,2,True,1.0,1.8,4.0,True,True
716,13061,circulant,9,27,6,6,True,2,2,True,1.0,1.5556,4.0,True,True
717,13062,random_regular,8,16,4,4,True,2,2,True,1.0,1.25,4.0,True,True
718,13063,erdos_renyi,10,30,3,8,True,2,2,True,1.0,1.8,4.0,True,True
719,13064,hypercube,16,34,4,6,True,4,4,True,1.0,1.75,4.0,True,True
720,13065,paley,13,41,6,7,True,3,3,True,1.0,1.8462,4.0,True,True
721,13066,complete,10,45,9,9,True,1,1,True,1.0,1.0,4.0,True,True
722,13067,cocktail_party,14,84,12,12,True,2,2,True,1.0,1.8571,4.0,True,True
723,13068,circulant,9,36,8,8,True,1,1,True,1.0,1.0,4.0,True,True
724,13069,random_regular,10,20,4,4,True,2,2,True,1.0,1.0,4.0,True,True
725,13070,erdos_renyi,12,39,5,9,True,2,2,True,1.0,1.6667,4.0,True,True
726,13071,hypercube,8,13,3,4,True,2,2,True,1.0,1.25,4.0,True,True
727,13072,paley,5,6,2,3,True,2,2,True,1.0,1.6,4.0,True,True
728,13073,complete,15,105,14,14,True,1,1,True,1.0,1.0,4.0,True,True
729,13074,cocktail_party,6,12,4,4,True,2,2,True,1.0,1.6667,4.0,True,True
730,13075,circulant,16,80,10,10,True,2,2,True,1.0,1.375,4.0,True,True
731,13076,random_regular,11,22,4,4,True,3,3,True,1.0,1.3636,4.0,True,True
732,13077,erdos_renyi,13,53,4,12,True,1,1,True,1.0,1.0,4.0,True,True
733,13078,hypercube,8,13,3,4,True,2,2,True,1.0,1.25,4.0,True,True
734,13079,paley,5,5,2,2,True,2,2,True,1.0,1.2,4.0,True,True
735,13080,complete,9,36,8,8,True,1,1,True,1.0,1.0,4.0,True,True
736,13081,cocktail_party,8,24,6,6,True,2,2,True,1.0,1.75,4.0,True,True
737,13082,circulant,16,120,15,15,True,1,1,True,1.0,1.0,4.0,True,True
738,13083,random_regular,8,16,4,4,True,2,2,True,1.0,1.25,4.0,True,True
739,13084,erdos_renyi,16,78,7,13,True,2,2,True,1.0,1.75,4.0,True,True
740,13085,hypercube,16,33,4,5,True,4,4,True,1.0,1.5,4.0,True,True
741,13086,paley,13,39,6,6,True,3,3,True,1.0,1.6154,4.0,True,True
742,13087,complete,7,21,6,6,True,1,1,True,1.0,1.0,4.0,True,True
743,13088,cocktail_party,12,60,10,10,True,2,2,True,1.0,1.8333,4.0,True,True
744,13089,circulant,16,48,6,6,True,3,3,True,1.0,1.3125,4.0,True,True
745,13090,random_regular,13,26,4,4,True,3,3,True,1.0,1.1538,4.0,True,True
746,13091,erdos_renyi,16,61,4,12,True,3,3,True,1.0,2.4375,4.0,True,True
747,13092,hypercube,8,13,3,4,True,2,2,True,1.0,1.25,4.0,True,True
748,13093,paley,13,39,6,6,True,3,3,True,1.0,1.6154,4.0,True,True
749,13094,complete,11,55,10,10,True,1,1,True,1.0,1.0,4.0,True,True
750,13095,cocktail_party,10,40,8,8,True,2,2,True,1.0,1.8,4.0,True,True
751,13096,circulant,14,91,13,13,True,1,1,True,1.0,1.0,4.0,True,True
752,13097,random_regular,14,35,5,5,True,3,3,True,1.0,1.2857,4.0,True,True
753,13098,erdos_renyi,11,47,6,10,True,1,1,True,1.0,1.0,4.0,True,True
754,13099,hypercube,16,32,4,4,True,4,4,True,1.0,1.25,4.0,True,True
755,13100,paley,5,6,2,3,True,2,2,True,1.0,1.6,4.0,True,True
756,13101,complete,14,91,13,13,True,1,1,True,1.0,1.0,4.0,True,True
757,13102,cocktail_party,10,40,8,8,True,2,2,True,1.0,1.8,4.0,True,True
758,13103,circulant,14,84,12,12,True,2,2,True,1.0,1.8571,4.0,True,True
759,13104,random_regular,16,56,7,7,True,3,3,True,1.0,1.5,4.0,True,True
760,13105,erdos_renyi,10,20,1,6,True,2,2,True,1.0,1.4,4.0,True,True
761,13106,hypercube,8,12,3,3,True,2,2,True,1.0,1.0,4.0,True,True
762,13107,paley,5,5,2,2,True,2,2,True,1.0,1.2,4.0,True,True
763,13108,complete,15,105,14,14,True,1,1,True,1.0,1.0,4.0,True,True
764,13109,cocktail_party,14,84,12,12,True,2,2,True,1.0,1.8571,4.0,True,True
765,13110,circulant,10,40,8,8,True,2,2,True,1.0,1.8,4.0,True,True
766,13111,random_regular,10,20,4,4,True,2,2,True,1.0,1.0,4.0,True,True
767,13112,erdos_renyi,16,89,9,14,True,2,2,True,1.0,1.875,4.0,True,True
768,13113,hypercube,16,33,4,5,True,4,4,True,1.0,1.5,4.0,True,True
769,13114,paley,13,39,6,6,True,3,3,True,1.0,1.6154,4.0,True,True
770,13115,complete,9,36,8,8,True,1,1,True,1.0,1.0,4.0,True,True
771,13116,cocktail_party,6,12,4,4,True,2,2,True,1.0,1.6667,4.0,True,True
772,13117,circulant,8,28,7,7,True,1,1,True,1.0,1.0,4.0,True,True
773,13118,random_regular,13,26,4,4,True,3,3,True,1.0,1.1538,4.0,True,True
774,13119,erdos_renyi,12,53,7,10,True,2,2,True,1.0,1.8333,4.0,True,True
775,13120,hypercube,16,32,4,4,True,4,4,True,1.0,1.25,4.0,True,True
776,13121,paley,5,5,2,2,True,2,2,True,1.0,1.2,4.0,True,True
777,13122,complete,8,28,7,7,True,1,1,True,1.0,1.0,4.0,True,True
778,13123,cocktail_party,10,40,8,8,True,2,2,True,1.0,1.8,4.0,True,True
