case,family,strategy,n,m,optimum_size,reference_type,candidate_size,valid,ratio_to_optimum,seconds,error,min_valid_candidate_size,attains_min_valid_candidate,attains_optimum
er_sparse_000,erdos_renyi_sparse,closed_degree,6,0,6,exact_exhaustive,6,True,1.0,1.1999974958598614e-05,,6,True,True
er_sparse_000,erdos_renyi_sparse,low_degree_witness,6,0,6,exact_exhaustive,6,True,1.0,1.0100018698722124e-05,,6,True,True
er_sparse_000,erdos_renyi_sparse,medium_degree_witness,6,0,6,exact_exhaustive,6,True,1.0,7.599999662488699e-06,,6,True,True
er_sparse_000,erdos_renyi_sparse,order_ownership_late,6,0,6,exact_exhaustive,6,True,1.0,8.300004992634058e-06,,6,True,True
er_sparse_000,erdos_renyi_sparse,order_ownership_early,6,0,6,exact_exhaustive,6,True,1.0,7.499998901039362e-06,,6,True,True
er_sparse_000,erdos_renyi_sparse,seed_and_complete,6,0,6,exact_exhaustive,6,True,1.0,6.699992809444666e-06,,6,True,True
er_sparse_000,erdos_renyi_sparse,salvador_auxiliary,6,0,6,exact_exhaustive,6,True,1.0,6.499991286545992e-06,,6,True,True
er_sparse_000,erdos_renyi_sparse,reverse_delete_input,6,0,6,exact_exhaustive,6,True,1.0,7.399998139590025e-06,,6,True,True
er_sparse_000,erdos_renyi_sparse,reverse_delete_reverse,6,0,6,exact_exhaustive,6,True,1.0,6.799993570894003e-06,,6,True,True
er_sparse_000,erdos_renyi_sparse,reverse_delete_high_degree,6,0,6,exact_exhaustive,6,True,1.0,6.400048732757568e-06,,6,True,True
er_sparse_000,erdos_renyi_sparse,reverse_delete_low_degree,6,0,6,exact_exhaustive,6,True,1.0,6.499991286545992e-06,,6,True,True
er_sparse_000,erdos_renyi_sparse,lifted_tscc_baker,6,0,6,exact_exhaustive,6,True,1.0,7.299997378140688e-06,,6,True,True
er_sparse_001,erdos_renyi_sparse,closed_degree,7,3,5,exact_exhaustive,5,True,1.0,2.4500011932104826e-05,,5,True,True
er_sparse_001,erdos_renyi_sparse,low_degree_witness,7,3,5,exact_exhaustive,5,True,1.0,2.269999822601676e-05,,5,True,True
er_sparse_001,erdos_renyi_sparse,medium_degree_witness,7,3,5,exact_exhaustive,5,True,1.0,2.4100008886307478e-05,,5,True,True
er_sparse_001,erdos_renyi_sparse,order_ownership_late,7,3,5,exact_exhaustive,4,False,,1.8799968529492617e-05,,5,False,False
er_sparse_001,erdos_renyi_sparse,order_ownership_early,7,3,5,exact_exhaustive,4,False,,1.4399993233382702e-05,,5,False,False
er_sparse_001,erdos_renyi_sparse,seed_and_complete,7,3,5,exact_exhaustive,5,True,1.0,2.6300025638192892e-05,,5,True,True
er_sparse_001,erdos_renyi_sparse,salvador_auxiliary,7,3,5,exact_exhaustive,5,True,1.0,0.000388299988117069,,5,True,True
er_sparse_001,erdos_renyi_sparse,reverse_delete_input,7,3,5,exact_exhaustive,5,True,1.0,3.3599964808672667e-05,,5,True,True
er_sparse_001,erdos_renyi_sparse,reverse_delete_reverse,7,3,5,exact_exhaustive,5,True,1.0,3.0399998649954796e-05,,5,True,True
er_sparse_001,erdos_renyi_sparse,reverse_delete_high_degree,7,3,5,exact_exhaustive,5,True,1.0,3.679998917505145e-05,,5,True,True
er_sparse_001,erdos_renyi_sparse,reverse_delete_low_degree,7,3,5,exact_exhaustive,5,True,1.0,3.170000854879618e-05,,5,True,True
er_sparse_001,erdos_renyi_sparse,lifted_tscc_baker,7,3,5,exact_exhaustive,5,True,1.0,0.00017230003140866756,,5,True,True
er_sparse_002,erdos_renyi_sparse,closed_degree,8,3,5,exact_exhaustive,5,True,1.0,5.069997860118747e-05,,5,True,True
er_sparse_002,erdos_renyi_sparse,low_degree_witness,8,3,5,exact_exhaustive,5,True,1.0,5.219999002292752e-05,,5,True,True
er_sparse_002,erdos_renyi_sparse,medium_degree_witness,8,3,5,exact_exhaustive,5,True,1.0,5.390000296756625e-05,,5,True,True
er_sparse_002,erdos_renyi_sparse,order_ownership_late,8,3,5,exact_exhaustive,3,False,,3.5100034438073635e-05,,5,False,False
er_sparse_002,erdos_renyi_sparse,order_ownership_early,8,3,5,exact_exhaustive,3,False,,3.2800016924738884e-05,,5,False,False
er_sparse_002,erdos_renyi_sparse,seed_and_complete,8,3,5,exact_exhaustive,5,True,1.0,6.0699996538460255e-05,,5,True,True
er_sparse_002,erdos_renyi_sparse,salvador_auxiliary,8,3,5,exact_exhaustive,5,True,1.0,0.0005052000051364303,,5,True,True
er_sparse_002,erdos_renyi_sparse,reverse_delete_input,8,3,5,exact_exhaustive,5,True,1.0,2.3600005079060793e-05,,5,True,True
er_sparse_002,erdos_renyi_sparse,reverse_delete_reverse,8,3,5,exact_exhaustive,6,True,1.2,2.47000134550035e-05,,5,False,False
er_sparse_002,erdos_renyi_sparse,reverse_delete_high_degree,8,3,5,exact_exhaustive,6,True,1.2,2.800003858283162e-05,,5,False,False
er_sparse_002,erdos_renyi_sparse,reverse_delete_low_degree,8,3,5,exact_exhaustive,5,True,1.0,2.47000134550035e-05,,5,True,True
er_sparse_002,erdos_renyi_sparse,lifted_tscc_baker,8,3,5,exact_exhaustive,5,True,1.0,0.0001086000120267272,,5,True,True
er_sparse_003,erdos_renyi_sparse,closed_degree,9,5,6,exact_exhaustive,6,True,1.0,4.090002039447427e-05,,6,True,True
er_sparse_003,erdos_renyi_sparse,low_degree_witness,9,5,6,exact_exhaustive,6,True,1.0,4.0700018871575594e-05,,6,True,True
er_sparse_003,erdos_renyi_sparse,medium_degree_witness,9,5,6,exact_exhaustive,6,True,1.0,3.9000005926936865e-05,,6,True,True
er_sparse_003,erdos_renyi_sparse,order_ownership_late,9,5,6,exact_exhaustive,6,True,1.0,4.1599967516958714e-05,,6,True,True
er_sparse_003,erdos_renyi_sparse,order_ownership_early,9,5,6,exact_exhaustive,6,True,1.0,3.890000516548753e-05,,6,True,True
er_sparse_003,erdos_renyi_sparse,seed_and_complete,9,5,6,exact_exhaustive,6,True,1.0,0.0001401000190526247,,6,True,True
er_sparse_003,erdos_renyi_sparse,salvador_auxiliary,9,5,6,exact_exhaustive,6,True,1.0,0.00043429998913779855,,6,True,True
er_sparse_003,erdos_renyi_sparse,reverse_delete_input,9,5,6,exact_exhaustive,6,True,1.0,7.070001447573304e-05,,6,True,True
er_sparse_003,erdos_renyi_sparse,reverse_delete_reverse,9,5,6,exact_exhaustive,6,True,1.0,4.339998122304678e-05,,6,True,True
er_sparse_003,erdos_renyi_sparse,reverse_delete_high_degree,9,5,6,exact_exhaustive,6,True,1.0,5.000003147870302e-05,,6,True,True
er_sparse_003,erdos_renyi_sparse,reverse_delete_low_degree,9,5,6,exact_exhaustive,6,True,1.0,5.169998621568084e-05,,6,True,True
er_sparse_003,erdos_renyi_sparse,lifted_tscc_baker,9,5,6,exact_exhaustive,6,True,1.0,0.00016250001499429345,,6,True,True
er_sparse_004,erdos_renyi_sparse,closed_degree,10,9,5,exact_exhaustive,5,True,1.0,0.00011179997818544507,,5,True,True
er_sparse_004,erdos_renyi_sparse,low_degree_witness,10,9,5,exact_exhaustive,5,True,1.0,7.54999928176403e-05,,5,True,True
er_sparse_004,erdos_renyi_sparse,medium_degree_witness,10,9,5,exact_exhaustive,5,True,1.0,8.550001075491309e-05,,5,True,True
er_sparse_004,erdos_renyi_sparse,order_ownership_late,10,9,5,exact_exhaustive,5,True,1.0,8.630001684650779e-05,,5,True,True
er_sparse_004,erdos_renyi_sparse,order_ownership_early,10,9,5,exact_exhaustive,5,True,1.0,9.799998952075839e-05,,5,True,True
er_sparse_004,erdos_renyi_sparse,seed_and_complete,10,9,5,exact_exhaustive,5,True,1.0,0.0004977000062353909,,5,True,True
er_sparse_004,erdos_renyi_sparse,salvador_auxiliary,10,9,5,exact_exhaustive,5,True,1.0,0.001193900010548532,,5,True,True
er_sparse_004,erdos_renyi_sparse,reverse_delete_input,10,9,5,exact_exhaustive,5,True,1.0,8.289999095723033e-05,,5,True,True
er_sparse_004,erdos_renyi_sparse,reverse_delete_reverse,10,9,5,exact_exhaustive,5,True,1.0,7.670000195503235e-05,,5,True,True
er_sparse_004,erdos_renyi_sparse,reverse_delete_high_degree,10,9,5,exact_exhaustive,6,True,1.2,6.839999696239829e-05,,5,False,False
er_sparse_004,erdos_renyi_sparse,reverse_delete_low_degree,10,9,5,exact_exhaustive,5,True,1.0,7.499998901039362e-05,,5,True,True
er_sparse_004,erdos_renyi_sparse,lifted_tscc_baker,10,9,5,exact_exhaustive,5,True,1.0,0.000508100027218461,,5,True,True
er_sparse_005,erdos_renyi_sparse,closed_degree,11,6,7,exact_exhaustive,7,True,1.0,7.559999357908964e-05,,7,True,True
er_sparse_005,erdos_renyi_sparse,low_degree_witness,11,6,7,exact_exhaustive,7,True,1.0,4.4599990360438824e-05,,7,True,True
er_sparse_005,erdos_renyi_sparse,medium_degree_witness,11,6,7,exact_exhaustive,7,True,1.0,5.110003985464573e-05,,7,True,True
er_sparse_005,erdos_renyi_sparse,order_ownership_late,11,6,7,exact_exhaustive,7,True,1.0,6.019999273121357e-05,,7,True,True
er_sparse_005,erdos_renyi_sparse,order_ownership_early,11,6,7,exact_exhaustive,7,True,1.0,6.140000186860561e-05,,7,True,True
er_sparse_005,erdos_renyi_sparse,seed_and_complete,11,6,7,exact_exhaustive,7,True,1.0,0.00021630001720041037,,7,True,True
er_sparse_005,erdos_renyi_sparse,salvador_auxiliary,11,6,7,exact_exhaustive,7,True,1.0,0.000521400012075901,,7,True,True
er_sparse_005,erdos_renyi_sparse,reverse_delete_input,11,6,7,exact_exhaustive,7,True,1.0,3.579998156055808e-05,,7,True,True
er_sparse_005,erdos_renyi_sparse,reverse_delete_reverse,11,6,7,exact_exhaustive,7,True,1.0,3.3299962524324656e-05,,7,True,True
er_sparse_005,erdos_renyi_sparse,reverse_delete_high_degree,11,6,7,exact_exhaustive,7,True,1.0,3.6400044336915016e-05,,7,True,True
er_sparse_005,erdos_renyi_sparse,reverse_delete_low_degree,11,6,7,exact_exhaustive,7,True,1.0,3.490003291517496e-05,,7,True,True
er_sparse_005,erdos_renyi_sparse,lifted_tscc_baker,11,6,7,exact_exhaustive,7,True,1.0,0.00013080000644549727,,7,True,True
er_sparse_006,erdos_renyi_sparse,closed_degree,12,12,5,exact_exhaustive,5,True,1.0,4.9400026910007e-05,,5,True,True
er_sparse_006,erdos_renyi_sparse,low_degree_witness,12,12,5,exact_exhaustive,5,True,1.0,4.600000102072954e-05,,5,True,True
er_sparse_006,erdos_renyi_sparse,medium_degree_witness,12,12,5,exact_exhaustive,5,True,1.0,4.9400026910007e-05,,5,True,True
er_sparse_006,erdos_renyi_sparse,order_ownership_late,12,12,5,exact_exhaustive,5,True,1.0,5.730002885684371e-05,,5,True,True
er_sparse_006,erdos_renyi_sparse,order_ownership_early,12,12,5,exact_exhaustive,5,True,1.0,5.4500007536262274e-05,,5,True,True
er_sparse_006,erdos_renyi_sparse,seed_and_complete,12,12,5,exact_exhaustive,5,True,1.0,0.0003885000478476286,,5,True,True
er_sparse_006,erdos_renyi_sparse,salvador_auxiliary,12,12,5,exact_exhaustive,5,True,1.0,0.0007531999726779759,,5,True,True
er_sparse_006,erdos_renyi_sparse,reverse_delete_input,12,12,5,exact_exhaustive,6,True,1.2,3.6800047382712364e-05,,5,False,False
er_sparse_006,erdos_renyi_sparse,reverse_delete_reverse,12,12,5,exact_exhaustive,5,True,1.0,3.549997927621007e-05,,5,True,True
er_sparse_006,erdos_renyi_sparse,reverse_delete_high_degree,12,12,5,exact_exhaustive,7,True,1.4,5.6299963034689426e-05,,5,False,False
er_sparse_006,erdos_renyi_sparse,reverse_delete_low_degree,12,12,5,exact_exhaustive,5,True,1.0,4.480005009099841e-05,,5,True,True
er_sparse_006,erdos_renyi_sparse,lifted_tscc_baker,12,12,5,exact_exhaustive,5,True,1.0,0.0001306000049225986,,5,True,True
er_sparse_007,erdos_renyi_sparse,closed_degree,13,10,6,exact_exhaustive,6,True,1.0,4.9099966417998075e-05,,6,True,True
er_sparse_007,erdos_renyi_sparse,low_degree_witness,13,10,6,exact_exhaustive,6,True,1.0,5.3099996875971556e-05,,6,True,True
er_sparse_007,erdos_renyi_sparse,medium_degree_witness,13,10,6,exact_exhaustive,6,True,1.0,5.539995618164539e-05,,6,True,True
er_sparse_007,erdos_renyi_sparse,order_ownership_late,13,10,6,exact_exhaustive,6,True,1.0,5.949998740106821e-05,,6,True,True
er_sparse_007,erdos_renyi_sparse,order_ownership_early,13,10,6,exact_exhaustive,6,True,1.0,5.819997750222683e-05,,6,True,True
er_sparse_007,erdos_renyi_sparse,seed_and_complete,13,10,6,exact_exhaustive,6,True,1.0,0.0009115000138990581,,6,True,True
er_sparse_007,erdos_renyi_sparse,salvador_auxiliary,13,10,6,exact_exhaustive,6,True,1.0,0.001444699999410659,,6,True,True
er_sparse_007,erdos_renyi_sparse,reverse_delete_input,13,10,6,exact_exhaustive,7,True,1.1666666666666667,0.0001246000174432993,,6,False,False
er_sparse_007,erdos_renyi_sparse,reverse_delete_reverse,13,10,6,exact_exhaustive,7,True,1.1666666666666667,7.51999905332923e-05,,6,False,False
er_sparse_007,erdos_renyi_sparse,reverse_delete_high_degree,13,10,6,exact_exhaustive,7,True,1.1666666666666667,9.699998190626502e-05,,6,False,False
er_sparse_007,erdos_renyi_sparse,reverse_delete_low_degree,13,10,6,exact_exhaustive,7,True,1.1666666666666667,9.680003859102726e-05,,6,False,False
er_sparse_007,erdos_renyi_sparse,lifted_tscc_baker,13,10,6,exact_exhaustive,6,True,1.0,0.0003310000174678862,,6,True,True
er_sparse_008,erdos_renyi_sparse,closed_degree,14,11,7,exact_exhaustive,7,True,1.0,5.019997479394078e-05,,7,True,True
er_sparse_008,erdos_renyi_sparse,low_degree_witness,14,11,7,exact_exhaustive,7,True,1.0,4.1700026486068964e-05,,7,True,True
er_sparse_008,erdos_renyi_sparse,medium_degree_witness,14,11,7,exact_exhaustive,7,True,1.0,4.439998883754015e-05,,7,True,True
er_sparse_008,erdos_renyi_sparse,order_ownership_late,14,11,7,exact_exhaustive,7,True,1.0,4.7200010158121586e-05,,7,True,True
er_sparse_008,erdos_renyi_sparse,order_ownership_early,14,11,7,exact_exhaustive,7,True,1.0,4.3199979700148106e-05,,7,True,True
er_sparse_008,erdos_renyi_sparse,seed_and_complete,14,11,7,exact_exhaustive,7,True,1.0,0.0006917999708093703,,7,True,True
er_sparse_008,erdos_renyi_sparse,salvador_auxiliary,14,11,7,exact_exhaustive,7,True,1.0,0.0011461999965831637,,7,True,True
er_sparse_008,erdos_renyi_sparse,reverse_delete_input,14,11,7,exact_exhaustive,9,True,1.2857142857142858,6.940000457689166e-05,,7,False,False
er_sparse_008,erdos_renyi_sparse,reverse_delete_reverse,14,11,7,exact_exhaustive,7,True,1.0,6.10999995842576e-05,,7,True,True
er_sparse_008,erdos_renyi_sparse,reverse_delete_high_degree,14,11,7,exact_exhaustive,9,True,1.2857142857142858,4.640000406652689e-05,,7,False,False
er_sparse_008,erdos_renyi_sparse,reverse_delete_low_degree,14,11,7,exact_exhaustive,7,True,1.0,6.449996726587415e-05,,7,True,True
er_sparse_008,erdos_renyi_sparse,lifted_tscc_baker,14,11,7,exact_exhaustive,7,True,1.0,0.0001750999945215881,,7,True,True
er_sparse_009,erdos_renyi_sparse,closed_degree,6,2,4,exact_exhaustive,4,True,1.0,1.6400008462369442e-05,,4,True,True
er_sparse_009,erdos_renyi_sparse,low_degree_witness,6,2,4,exact_exhaustive,4,True,1.0,1.769996015354991e-05,,4,True,True
er_sparse_009,erdos_renyi_sparse,medium_degree_witness,6,2,4,exact_exhaustive,4,True,1.0,1.9199971575289965e-05,,4,True,True
er_sparse_009,erdos_renyi_sparse,order_ownership_late,6,2,4,exact_exhaustive,3,False,,1.4699995517730713e-05,,4,False,False
er_sparse_009,erdos_renyi_sparse,order_ownership_early,6,2,4,exact_exhaustive,3,False,,1.1899974197149277e-05,,4,False,False
er_sparse_009,erdos_renyi_sparse,seed_and_complete,6,2,4,exact_exhaustive,4,True,1.0,2.2199994418770075e-05,,4,True,True
er_sparse_009,erdos_renyi_sparse,salvador_auxiliary,6,2,4,exact_exhaustive,4,True,1.0,0.00015970005188137293,,4,True,True
er_sparse_009,erdos_renyi_sparse,reverse_delete_input,6,2,4,exact_exhaustive,4,True,1.0,2.9399991035461426e-05,,4,True,True
er_sparse_009,erdos_renyi_sparse,reverse_delete_reverse,6,2,4,exact_exhaustive,5,True,1.25,2.389994915574789e-05,,4,False,False
er_sparse_009,erdos_renyi_sparse,reverse_delete_high_degree,6,2,4,exact_exhaustive,5,True,1.25,4.6200002543628216e-05,,4,False,False
er_sparse_009,erdos_renyi_sparse,reverse_delete_low_degree,6,2,4,exact_exhaustive,4,True,1.0,1.7900019884109497e-05,,4,True,True
er_sparse_009,erdos_renyi_sparse,lifted_tscc_baker,6,2,4,exact_exhaustive,4,True,1.0,8.010002784430981e-05,,4,True,True
er_sparse_010,erdos_renyi_sparse,closed_degree,7,3,5,exact_exhaustive,5,True,1.0,2.670002868399024e-05,,5,True,True
er_sparse_010,erdos_renyi_sparse,low_degree_witness,7,3,5,exact_exhaustive,5,True,1.0,2.719997428357601e-05,,5,True,True
er_sparse_010,erdos_renyi_sparse,medium_degree_witness,7,3,5,exact_exhaustive,5,True,1.0,2.929999027401209e-05,,5,True,True
er_sparse_010,erdos_renyi_sparse,order_ownership_late,7,3,5,exact_exhaustive,3,False,,1.680001150816679e-05,,5,False,False
er_sparse_010,erdos_renyi_sparse,order_ownership_early,7,3,5,exact_exhaustive,3,False,,1.479999627918005e-05,,5,False,False
er_sparse_010,erdos_renyi_sparse,seed_and_complete,7,3,5,exact_exhaustive,5,True,1.0,3.029999788850546e-05,,5,True,True
er_sparse_010,erdos_renyi_sparse,salvador_auxiliary,7,3,5,exact_exhaustive,5,True,1.0,0.0002959000412374735,,5,True,True
er_sparse_010,erdos_renyi_sparse,reverse_delete_input,7,3,5,exact_exhaustive,5,True,1.0,2.0099978428333998e-05,,5,True,True
er_sparse_010,erdos_renyi_sparse,reverse_delete_reverse,7,3,5,exact_exhaustive,5,True,1.0,1.8799968529492617e-05,,5,True,True
er_sparse_010,erdos_renyi_sparse,reverse_delete_high_degree,7,3,5,exact_exhaustive,5,True,1.0,2.2499996703118086e-05,,5,True,True
er_sparse_010,erdos_renyi_sparse,reverse_delete_low_degree,7,3,5,exact_exhaustive,5,True,1.0,2.459995448589325e-05,,5,True,True
er_sparse_010,erdos_renyi_sparse,lifted_tscc_baker,7,3,5,exact_exhaustive,5,True,1.0,8.269998943433166e-05,,5,True,True
er_sparse_011,erdos_renyi_sparse,closed_degree,8,0,8,exact_exhaustive,8,True,1.0,8.600007276982069e-06,,8,True,True
er_sparse_011,erdos_renyi_sparse,low_degree_witness,8,0,8,exact_exhaustive,8,True,1.0,7.800001185387373e-06,,8,True,True
er_sparse_011,erdos_renyi_sparse,medium_degree_witness,8,0,8,exact_exhaustive,8,True,1.0,7.399998139590025e-06,,8,True,True
er_sparse_011,erdos_renyi_sparse,order_ownership_late,8,0,8,exact_exhaustive,8,True,1.0,7.700000423938036e-06,,8,True,True
er_sparse_011,erdos_renyi_sparse,order_ownership_early,8,0,8,exact_exhaustive,8,True,1.0,7.399998139590025e-06,,8,True,True
er_sparse_011,erdos_renyi_sparse,seed_and_complete,8,0,8,exact_exhaustive,8,True,1.0,7.399998139590025e-06,,8,True,True
er_sparse_011,erdos_renyi_sparse,salvador_auxiliary,8,0,8,exact_exhaustive,8,True,1.0,7.399998139590025e-06,,8,True,True
er_sparse_011,erdos_renyi_sparse,reverse_delete_input,8,0,8,exact_exhaustive,8,True,1.0,7.399998139590025e-06,,8,True,True
er_sparse_011,erdos_renyi_sparse,reverse_delete_reverse,8,0,8,exact_exhaustive,8,True,1.0,7.199996616691351e-06,,8,True,True
er_sparse_011,erdos_renyi_sparse,reverse_delete_high_degree,8,0,8,exact_exhaustive,8,True,1.0,7.599999662488699e-06,,8,True,True
er_sparse_011,erdos_renyi_sparse,reverse_delete_low_degree,8,0,8,exact_exhaustive,8,True,1.0,7.099995855242014e-06,,8,True,True
er_sparse_011,erdos_renyi_sparse,lifted_tscc_baker,8,0,8,exact_exhaustive,8,True,1.0,7.499998901039362e-06,,8,True,True
er_sparse_012,erdos_renyi_sparse,closed_degree,9,5,5,exact_exhaustive,5,True,1.0,3.3100019209086895e-05,,5,True,True
er_sparse_012,erdos_renyi_sparse,low_degree_witness,9,5,5,exact_exhaustive,5,True,1.0,3.3999967854470015e-05,,5,True,True
er_sparse_012,erdos_renyi_sparse,medium_degree_witness,9,5,5,exact_exhaustive,5,True,1.0,5.7299970649182796e-05,,5,True,True
er_sparse_012,erdos_renyi_sparse,order_ownership_late,9,5,5,exact_exhaustive,2,False,,1.899997005239129e-05,,5,False,False
er_sparse_012,erdos_renyi_sparse,order_ownership_early,9,5,5,exact_exhaustive,2,False,,1.6300007700920105e-05,,5,False,False
er_sparse_012,erdos_renyi_sparse,seed_and_complete,9,5,5,exact_exhaustive,5,True,1.0,0.00023900001542642713,,5,True,True
er_sparse_012,erdos_renyi_sparse,salvador_auxiliary,9,5,5,exact_exhaustive,5,True,1.0,0.00040740001713857055,,5,True,True
er_sparse_012,erdos_renyi_sparse,reverse_delete_input,9,5,5,exact_exhaustive,5,True,1.0,3.029999788850546e-05,,5,True,True
er_sparse_012,erdos_renyi_sparse,reverse_delete_reverse,9,5,5,exact_exhaustive,5,True,1.0,2.6899971999228e-05,,5,True,True
er_sparse_012,erdos_renyi_sparse,reverse_delete_high_degree,9,5,5,exact_exhaustive,6,True,1.2,3.239995567128062e-05,,5,False,False
er_sparse_012,erdos_renyi_sparse,reverse_delete_low_degree,9,5,5,exact_exhaustive,5,True,1.0,3.200001083314419e-05,,5,True,True
er_sparse_012,erdos_renyi_sparse,lifted_tscc_baker,9,5,5,exact_exhaustive,5,True,1.0,0.00010230002226307988,,5,True,True
er_sparse_013,erdos_renyi_sparse,closed_degree,10,5,5,exact_exhaustive,5,True,1.0,3.6699988413602114e-05,,5,True,True
er_sparse_013,erdos_renyi_sparse,low_degree_witness,10,5,5,exact_exhaustive,5,True,1.0,3.44999716617167e-05,,5,True,True
er_sparse_013,erdos_renyi_sparse,medium_degree_witness,10,5,5,exact_exhaustive,5,True,1.0,3.750005271285772e-05,,5,True,True
er_sparse_013,erdos_renyi_sparse,order_ownership_late,10,5,5,exact_exhaustive,2,False,,2.2099993657320738e-05,,5,False,False
er_sparse_013,erdos_renyi_sparse,order_ownership_early,10,5,5,exact_exhaustive,2,False,,1.829996472224593e-05,,5,False,False
er_sparse_013,erdos_renyi_sparse,seed_and_complete,10,5,5,exact_exhaustive,5,True,1.0,0.00022769998759031296,,5,True,True
er_sparse_013,erdos_renyi_sparse,salvador_auxiliary,10,5,5,exact_exhaustive,5,True,1.0,0.0006479000439867377,,5,True,True
er_sparse_013,erdos_renyi_sparse,reverse_delete_input,10,5,5,exact_exhaustive,6,True,1.2,5.6100019719451666e-05,,5,False,False
er_sparse_013,erdos_renyi_sparse,reverse_delete_reverse,10,5,5,exact_exhaustive,5,True,1.0,5.3800002206116915e-05,,5,True,True
er_sparse_013,erdos_renyi_sparse,reverse_delete_high_degree,10,5,5,exact_exhaustive,7,True,1.4,9.200000204145908e-05,,5,False,False
er_sparse_013,erdos_renyi_sparse,reverse_delete_low_degree,10,5,5,exact_exhaustive,5,True,1.0,5.689996760338545e-05,,5,True,True
er_sparse_013,erdos_renyi_sparse,lifted_tscc_baker,10,5,5,exact_exhaustive,5,True,1.0,0.0001748999929986894,,5,True,True
er_sparse_014,erdos_renyi_sparse,closed_degree,11,3,8,exact_exhaustive,8,True,1.0,0.0002823999966494739,,8,True,True
er_sparse_014,erdos_renyi_sparse,low_degree_witness,11,3,8,exact_exhaustive,8,True,1.0,0.00018009997438639402,,8,True,True
er_sparse_014,erdos_renyi_sparse,medium_degree_witness,11,3,8,exact_exhaustive,8,True,1.0,6.67999847792089e-05,,8,True,True
er_sparse_014,erdos_renyi_sparse,order_ownership_late,11,3,8,exact_exhaustive,6,False,,3.659998765215278e-05,,8,False,False
er_sparse_014,erdos_renyi_sparse,order_ownership_early,11,3,8,exact_exhaustive,6,False,,3.130000550299883e-05,,8,False,False
er_sparse_014,erdos_renyi_sparse,seed_and_complete,11,3,8,exact_exhaustive,8,True,1.0,6.499997107312083e-05,,8,True,True
er_sparse_014,erdos_renyi_sparse,salvador_auxiliary,11,3,8,exact_exhaustive,8,True,1.0,0.0006369000184349716,,8,True,True
er_sparse_014,erdos_renyi_sparse,reverse_delete_input,11,3,8,exact_exhaustive,9,True,1.125,5.229999078437686e-05,,8,False,False
er_sparse_014,erdos_renyi_sparse,reverse_delete_reverse,11,3,8,exact_exhaustive,8,True,1.0,4.610000178217888e-05,,8,True,True
er_sparse_014,erdos_renyi_sparse,reverse_delete_high_degree,11,3,8,exact_exhaustive,9,True,1.125,6.880000000819564e-05,,8,False,False
er_sparse_014,erdos_renyi_sparse,reverse_delete_low_degree,11,3,8,exact_exhaustive,8,True,1.0,6.440002471208572e-05,,8,True,True
er_sparse_014,erdos_renyi_sparse,lifted_tscc_baker,11,3,8,exact_exhaustive,8,True,1.0,0.00028300000121816993,,8,True,True
er_sparse_015,erdos_renyi_sparse,closed_degree,12,6,7,exact_exhaustive,7,True,1.0,4.2899977415800095e-05,,7,True,True
er_sparse_015,erdos_renyi_sparse,low_degree_witness,12,6,7,exact_exhaustive,7,True,1.0,4.2700034100562334e-05,,7,True,True
er_sparse_015,erdos_renyi_sparse,medium_degree_witness,12,6,7,exact_exhaustive,7,True,1.0,4.600000102072954e-05,,7,True,True
er_sparse_015,erdos_renyi_sparse,order_ownership_late,12,6,7,exact_exhaustive,7,True,1.0,4.8200017772614956e-05,,7,True,True
er_sparse_015,erdos_renyi_sparse,order_ownership_early,12,6,7,exact_exhaustive,7,True,1.0,4.5900000259280205e-05,,7,True,True
er_sparse_015,erdos_renyi_sparse,seed_and_complete,12,6,7,exact_exhaustive,7,True,1.0,0.0003847999614663422,,7,True,True
er_sparse_015,erdos_renyi_sparse,salvador_auxiliary,12,6,7,exact_exhaustive,7,True,1.0,0.0004640000406652689,,7,True,True
er_sparse_015,erdos_renyi_sparse,reverse_delete_input,12,6,7,exact_exhaustive,8,True,1.1428571428571428,3.3100019209086895e-05,,7,False,False
er_sparse_015,erdos_renyi_sparse,reverse_delete_reverse,12,6,7,exact_exhaustive,7,True,1.0,3.360002301633358e-05,,7,True,True
er_sparse_015,erdos_renyi_sparse,reverse_delete_high_degree,12,6,7,exact_exhaustive,8,True,1.1428571428571428,3.789999755099416e-05,,7,False,False
er_sparse_015,erdos_renyi_sparse,reverse_delete_low_degree,12,6,7,exact_exhaustive,7,True,1.0,5.299999611452222e-05,,7,True,True
er_sparse_015,erdos_renyi_sparse,lifted_tscc_baker,12,6,7,exact_exhaustive,7,True,1.0,0.00011590000940486789,,7,True,True
er_sparse_016,erdos_renyi_sparse,closed_degree,13,7,7,exact_exhaustive,7,True,1.0,6.54000323265791e-05,,7,True,True
er_sparse_016,erdos_renyi_sparse,low_degree_witness,13,7,7,exact_exhaustive,7,True,1.0,6.78999931551516e-05,,7,True,True
er_sparse_016,erdos_renyi_sparse,medium_degree_witness,13,7,7,exact_exhaustive,7,True,1.0,8.130003698170185e-05,,7,True,True
er_sparse_016,erdos_renyi_sparse,order_ownership_late,13,7,7,exact_exhaustive,4,False,,6.59999786876142e-05,,7,False,False
er_sparse_016,erdos_renyi_sparse,order_ownership_early,13,7,7,exact_exhaustive,4,False,,3.519997699186206e-05,,7,False,False
er_sparse_016,erdos_renyi_sparse,seed_and_complete,13,7,7,exact_exhaustive,7,True,1.0,0.0004282000008970499,,7,True,True
