index,seed,family,n,m,delta,Delta,gamma,furones_size,furones_valid,ratio,tau,rho_n,within_rho,optimal
1570,2570,perfect_code_perturbed,7,14,4,4,2,2,True,1.0,1.4286,4.0,True,True
1571,2571,circulant_efficient,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
1572,2572,cocktail_multipartite,14,84,12,12,2,2,True,1.0,1.8571,4.0,True,True
1573,2573,random_regular,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
1574,2574,random_dense,8,18,3,6,2,2,True,1.0,1.75,4.0,True,True
1575,2575,greedy_trap,9,12,2,4,3,3,True,1.0,1.6667,4.0,True,True
1576,2576,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
1577,2577,perfect_code_perturbed,13,26,4,4,3,3,True,1.0,1.1538,4.0,True,True
1578,2578,circulant_efficient,16,48,6,6,3,3,True,1.0,1.3125,4.0,True,True
1579,2579,cocktail_multipartite,14,73,10,11,2,2,True,1.0,1.7143,4.0,True,True
1580,2580,random_regular,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
1581,2581,random_dense,10,17,1,6,3,3,True,1.0,2.1,4.0,True,True
1582,2582,greedy_trap,15,20,2,4,4,4,True,1.0,1.3333,4.0,True,True
1583,2583,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
1584,2584,perfect_code_perturbed,8,14,3,4,2,2,True,1.0,1.25,4.0,True,True
1585,2585,circulant_efficient,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
1586,2586,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
1587,2587,random_regular,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
1588,2588,random_dense,16,75,7,12,2,2,True,1.0,1.625,4.0,True,True
1589,2589,greedy_trap,10,14,2,4,2,2,True,1.0,1.0,4.0,True,True
1590,2590,geometric_setcover,10,10,1,3,4,4,True,1.0,1.6,4.0,True,True
1591,2591,perfect_code_perturbed,16,33,4,5,4,4,True,1.0,1.5,4.0,True,True
1592,2592,circulant_efficient,14,28,4,4,3,3,True,1.0,1.0714,4.0,True,True
1593,2593,cocktail_multipartite,6,9,3,3,2,2,True,1.0,1.3333,4.0,True,True
1594,2594,random_regular,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
1595,2595,random_dense,10,30,2,8,2,2,True,1.0,1.8,4.0,True,True
1596,2596,greedy_trap,7,9,2,4,2,2,True,1.0,1.4286,4.0,True,True
1597,2597,geometric_setcover,10,10,1,3,4,4,True,1.0,1.6,4.0,True,True
1598,2598,perfect_code_perturbed,13,26,4,4,3,3,True,1.0,1.1538,4.0,True,True
1599,2599,circulant_efficient,10,30,6,6,2,2,True,1.0,1.4,4.0,True,True
1600,2600,cocktail_multipartite,7,12,3,4,2,2,True,1.0,1.4286,4.0,True,True
1601,2601,random_regular,8,20,5,5,2,2,True,1.0,1.5,4.0,True,True
1602,2602,random_dense,8,17,3,6,2,2,True,1.0,1.75,4.0,True,True
1603,2603,greedy_trap,14,23,1,6,3,3,True,1.0,1.5,4.0,True,True
1604,2604,geometric_setcover,10,10,1,3,4,4,True,1.0,1.6,4.0,True,True
1605,2605,perfect_code_perturbed,7,15,4,5,2,2,True,1.0,1.7143,4.0,True,True
1606,2606,circulant_efficient,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
1607,2607,cocktail_multipartite,14,84,12,12,2,2,True,1.0,1.8571,4.0,True,True
1608,2608,random_regular,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
1609,2609,random_dense,8,17,3,6,2,2,True,1.0,1.75,4.0,True,True
1610,2610,greedy_trap,12,16,1,4,3,3,True,1.0,1.25,4.0,True,True
1611,2611,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
1612,2612,perfect_code_perturbed,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
1613,2613,circulant_efficient,14,42,6,6,2,2,True,1.0,1.0,4.0,True,True
1614,2614,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
1615,2615,random_regular,16,40,5,5,3,3,True,1.0,1.125,4.0,True,True
1616,2616,random_dense,14,44,3,9,3,3,True,1.0,2.1429,4.0,True,True
1617,2617,greedy_trap,6,7,1,3,2,2,True,1.0,1.3333,4.0,True,True
1618,2618,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
1619,2619,perfect_code_perturbed,13,29,4,5,3,3,True,1.0,1.3846,4.0,True,True
1620,2620,circulant_efficient,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
1621,2621,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
1622,2622,random_regular,12,30,5,5,3,3,True,1.0,1.5,4.0,True,True
1623,2623,random_dense,8,9,1,3,3,3,True,1.0,1.5,4.0,True,True
1624,2624,greedy_trap,8,10,1,4,2,2,True,1.0,1.25,4.0,True,True
1625,2625,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
1626,2626,perfect_code_perturbed,11,22,4,4,3,3,True,1.0,1.3636,4.0,True,True
1627,2627,circulant_efficient,16,48,6,6,3,3,True,1.0,1.3125,4.0,True,True
1628,2628,cocktail_multipartite,6,12,4,4,2,2,True,1.0,1.6667,4.0,True,True
1629,2629,random_regular,14,49,7,7,2,2,True,1.0,1.1429,4.0,True,True
1630,2630,random_dense,10,24,3,7,2,2,True,1.0,1.6,4.0,True,True
1631,2631,greedy_trap,16,23,1,6,4,4,True,1.0,1.75,4.0,True,True
1632,2632,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
1633,2633,perfect_code_perturbed,15,30,4,4,3,3,True,1.0,1.0,4.0,True,True
1634,2634,circulant_efficient,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
1635,2635,cocktail_multipartite,6,12,4,4,2,2,True,1.0,1.6667,4.0,True,True
1636,2636,random_regular,16,64,8,8,2,2,True,1.0,1.125,4.0,True,True
1637,2637,random_dense,12,35,4,8,2,2,True,1.0,1.5,4.0,True,True
1638,2638,greedy_trap,16,18,1,4,4,4,True,1.0,1.25,4.0,True,True
1639,2639,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
1640,2640,perfect_code_perturbed,13,26,4,4,3,3,True,1.0,1.1538,4.0,True,True
1641,2641,circulant_efficient,12,48,8,8,2,2,True,1.0,1.5,4.0,True,True
1642,2642,cocktail_multipartite,6,9,3,3,2,2,True,1.0,1.3333,4.0,True,True
1643,2643,random_regular,10,15,3,3,3,3,True,1.0,1.2,4.0,True,True
1644,2644,random_dense,8,19,3,7,1,1,True,1.0,1.0,4.0,True,True
1645,2645,greedy_trap,14,19,1,5,4,4,True,1.0,1.7143,4.0,True,True
1646,2646,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
1647,2647,perfect_code_perturbed,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
1648,2648,circulant_efficient,14,42,6,6,2,2,True,1.0,1.0,4.0,True,True
1649,2649,cocktail_multipartite,10,40,8,8,2,2,True,1.0,1.8,4.0,True,True
1650,2650,random_regular,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
1651,2651,random_dense,16,82,7,13,2,2,True,1.0,1.75,4.0,True,True
1652,2652,greedy_trap,8,10,1,3,2,2,True,1.0,1.0,4.0,True,True
1653,2653,geometric_setcover,10,10,1,3,4,4,True,1.0,1.6,4.0,True,True
1654,2654,perfect_code_perturbed,8,14,3,5,2,2,True,1.0,1.5,4.0,True,True
1655,2655,circulant_efficient,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
1656,2656,cocktail_multipartite,10,40,8,8,2,2,True,1.0,1.8,4.0,True,True
1657,2657,random_regular,8,20,5,5,2,2,True,1.0,1.5,4.0,True,True
1658,2658,random_dense,8,15,2,5,2,2,True,1.0,1.5,4.0,True,True
1659,2659,greedy_trap,14,18,1,4,4,4,True,1.0,1.4286,4.0,True,True
1660,2660,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
1661,2661,perfect_code_perturbed,11,23,4,5,3,3,True,1.0,1.6364,4.0,True,True
1662,2662,circulant_efficient,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
1663,2663,cocktail_multipartite,6,8,2,4,2,2,True,1.0,1.6667,4.0,True,True
1664,2664,random_regular,16,64,8,8,2,2,True,1.0,1.125,4.0,True,True
1665,2665,random_dense,14,53,4,11,2,2,True,1.0,1.7143,4.0,True,True
1666,2666,greedy_trap,14,19,1,6,3,3,True,1.0,1.5,4.0,True,True
1667,2667,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
1668,2668,perfect_code_perturbed,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
1669,2669,circulant_efficient,14,42,6,6,2,2,True,1.0,1.0,4.0,True,True
1670,2670,cocktail_multipartite,9,27,6,6,2,2,True,1.0,1.5556,4.0,True,True
1671,2671,random_regular,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
1672,2672,random_dense,12,31,3,8,2,2,True,1.0,1.5,4.0,True,True
1673,2673,greedy_trap,10,14,1,4,2,2,True,1.0,1.0,4.0,True,True
1674,2674,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
1675,2675,perfect_code_perturbed,13,28,4,6,3,3,True,1.0,1.6154,4.0,True,True
1676,2676,circulant_efficient,14,42,6,6,2,2,True,1.0,1.0,4.0,True,True
1677,2677,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
1678,2678,random_regular,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
1679,2679,random_dense,16,63,4,11,2,2,True,1.0,1.5,4.0,True,True
1680,2680,greedy_trap,16,17,1,4,4,4,True,1.0,1.25,4.0,True,True
1681,2681,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
1682,2682,perfect_code_perturbed,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
1683,2683,circulant_efficient,16,48,6,6,3,3,True,1.0,1.3125,4.0,True,True
1684,2684,cocktail_multipartite,14,84,12,12,2,2,True,1.0,1.8571,4.0,True,True
1685,2685,random_regular,10,25,5,5,2,2,True,1.0,1.2,4.0,True,True
1686,2686,random_dense,10,26,3,7,2,2,True,1.0,1.6,4.0,True,True
1687,2687,greedy_trap,13,18,1,4,3,3,True,1.0,1.1538,4.0,True,True
1688,2688,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
1689,2689,perfect_code_perturbed,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
1690,2690,circulant_efficient,14,56,8,8,2,2,True,1.0,1.2857,4.0,True,True
1691,2691,cocktail_multipartite,10,40,8,8,2,2,True,1.0,1.8,4.0,True,True
1692,2692,random_regular,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
1693,2693,random_dense,10,24,3,6,2,2,True,1.0,1.4,4.0,True,True
1694,2694,greedy_trap,12,19,1,6,3,3,True,1.0,1.75,4.0,True,True
1695,2695,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
1696,2696,perfect_code_perturbed,13,27,4,5,3,3,True,1.0,1.3846,4.0,True,True
1697,2697,circulant_efficient,14,42,6,6,2,2,True,1.0,1.0,4.0,True,True
1698,2698,cocktail_multipartite,14,84,12,12,2,2,True,1.0,1.8571,4.0,True,True
1699,2699,random_regular,16,64,8,8,3,3,True,1.0,1.6875,4.0,True,True
1700,2700,random_dense,10,27,5,6,2,2,True,1.0,1.4,4.0,True,True
1701,2701,greedy_trap,12,17,1,4,3,3,True,1.0,1.25,4.0,True,True
1702,2702,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
1703,2703,perfect_code_perturbed,16,33,4,5,4,4,True,1.0,1.5,4.0,True,True
1704,2704,circulant_efficient,10,30,6,6,2,2,True,1.0,1.4,4.0,True,True
1705,2705,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
1706,2706,random_regular,10,25,5,5,2,2,True,1.0,1.2,4.0,True,True
1707,2707,random_dense,12,47,5,11,1,1,True,1.0,1.0,4.0,True,True
1708,2708,greedy_trap,14,15,1,4,4,4,True,1.0,1.4286,4.0,True,True
1709,2709,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
1710,2710,perfect_code_perturbed,15,31,4,5,3,3,True,1.0,1.2,4.0,True,True
1711,2711,circulant_efficient,14,42,6,6,2,2,True,1.0,1.0,4.0,True,True
1712,2712,cocktail_multipartite,7,16,4,5,2,2,True,1.0,1.7143,4.0,True,True
1713,2713,random_regular,14,28,4,4,3,3,True,1.0,1.0714,4.0,True,True
1714,2714,random_dense,14,52,5,13,1,1,True,1.0,1.0,4.0,True,True
1715,2715,greedy_trap,13,13,1,3,4,4,True,1.0,1.2308,4.0,True,True
1716,2716,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
1717,2717,perfect_code_perturbed,9,18,4,4,2,2,True,1.0,1.1111,4.0,True,True
1718,2718,circulant_efficient,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
1719,2719,cocktail_multipartite,10,37,7,8,2,2,True,1.0,1.8,4.0,True,True
1720,2720,random_regular,10,20,4,4,3,3,True,1.0,1.5,4.0,True,True
1721,2721,random_dense,16,59,5,12,2,2,True,1.0,1.625,4.0,True,True
1722,2722,greedy_trap,12,15,1,4,3,3,True,1.0,1.25,4.0,True,True
1723,2723,geometric_setcover,10,10,1,3,4,4,True,1.0,1.6,4.0,True,True
1724,2724,perfect_code_perturbed,15,30,4,4,3,3,True,1.0,1.0,4.0,True,True
1725,2725,circulant_efficient,16,80,10,10,2,2,True,1.0,1.375,4.0,True,True
1726,2726,cocktail_multipartite,10,40,8,8,2,2,True,1.0,1.8,4.0,True,True
1727,2727,random_regular,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
1728,2728,random_dense,8,10,2,3,3,3,True,1.0,1.5,4.0,True,True
1729,2729,greedy_trap,6,8,2,4,2,2,True,1.0,1.6667,4.0,True,True
1730,2730,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
1731,2731,perfect_code_perturbed,15,30,4,4,3,3,True,1.0,1.0,4.0,True,True
1732,2732,circulant_efficient,14,28,4,4,3,3,True,1.0,1.0714,4.0,True,True
1733,2733,cocktail_multipartite,8,20,4,6,2,2,True,1.0,1.75,4.0,True,True
1734,2734,random_regular,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
1735,2735,random_dense,12,24,2,7,3,3,True,1.0,2.0,4.0,True,True
1736,2736,greedy_trap,9,10,1,4,2,2,True,1.0,1.1111,4.0,True,True
1737,2737,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
1738,2738,perfect_code_perturbed,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
1739,2739,circulant_efficient,16,80,10,10,2,2,True,1.0,1.375,4.0,True,True
1740,2740,cocktail_multipartite,9,26,5,7,2,2,True,1.0,1.7778,4.0,True,True
1741,2741,random_regular,14,21,3,3,4,4,True,1.0,1.1429,4.0,True,True
1742,2742,random_dense,14,45,4,9,2,2,True,1.0,1.4286,4.0,True,True
1743,2743,greedy_trap,7,10,2,5,2,2,True,1.0,1.7143,4.0,True,True
1744,2744,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
1745,2745,perfect_code_perturbed,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
1746,2746,circulant_efficient,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
1747,2747,cocktail_multipartite,10,40,8,8,2,2,True,1.0,1.8,4.0,True,True
1748,2748,random_regular,12,18,3,3,3,3,True,1.0,1.0,4.0,True,True
1749,2749,random_dense,10,25,3,7,2,2,True,1.0,1.6,4.0,True,True
1750,2750,greedy_trap,10,14,1,4,2,2,True,1.0,1.0,4.0,True,True
1751,2751,geometric_setcover,10,10,1,3,4,4,True,1.0,1.6,4.0,True,True
1752,2752,perfect_code_perturbed,15,30,4,4,3,3,True,1.0,1.0,4.0,True,True
1753,2753,circulant_efficient,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
1754,2754,cocktail_multipartite,9,30,6,7,2,2,True,1.0,1.7778,4.0,True,True
1755,2755,random_regular,14,35,5,5,3,3,True,1.0,1.2857,4.0,True,True
1756,2756,random_dense,14,32,2,8,3,3,True,1.0,1.9286,4.0,True,True
1757,2757,greedy_trap,13,21,2,4,3,3,True,1.0,1.1538,4.0,True,True
1758,2758,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
1759,2759,perfect_code_perturbed,16,33,4,5,4,4,True,1.0,1.5,4.0,True,True
1760,2760,circulant_efficient,12,48,8,8,2,2,True,1.0,1.5,4.0,True,True
1761,2761,cocktail_multipartite,10,40,8,8,2,2,True,1.0,1.8,4.0,True,True
1762,2762,random_regular,10,25,5,5,2,2,True,1.0,1.2,4.0,True,True
1763,2763,random_dense,12,34,3,8,2,2,True,1.0,1.5,4.0,True,True
1764,2764,greedy_trap,12,13,1,3,3,3,True,1.0,1.0,4.0,True,True
1765,2765,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
1766,2766,perfect_code_perturbed,16,34,4,5,4,4,True,1.0,1.5,4.0,True,True
1767,2767,circulant_efficient,16,64,8,8,2,2,True,1.0,1.125,4.0,True,True
1768,2768,cocktail_multipartite,5,6,2,3,2,2,True,1.0,1.6,4.0,True,True
1769,2769,random_regular,10,15,3,3,3,3,True,1.0,1.2,4.0,True,True
1770,2770,random_dense,8,10,1,4,2,2,True,1.0,1.25,4.0,True,True
1771,2771,greedy_trap,8,11,1,5,2,2,True,1.0,1.5,4.0,True,True
1772,2772,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
1773,2773,perfect_code_perturbed,15,31,4,5,3,3,True,1.0,1.2,4.0,True,True
1774,2774,circulant_efficient,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
1775,2775,cocktail_multipartite,13,62,9,11,2,2,True,1.0,1.8462,4.0,True,True
1776,2776,random_regular,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
1777,2777,random_dense,16,61,4,11,2,2,True,1.0,1.5,4.0,True,True
1778,2778,greedy_trap,11,12,1,3,3,3,True,1.0,1.0909,4.0,True,True
1779,2779,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
1780,2780,perfect_code_perturbed,11,24,4,5,2,2,True,1.0,1.0909,4.0,True,True
1781,2781,circulant_efficient,14,56,8,8,2,2,True,1.0,1.2857,4.0,True,True
1782,2782,cocktail_multipartite,14,84,12,12,2,2,True,1.0,1.8571,4.0,True,True
1783,2783,random_regular,16,40,5,5,3,3,True,1.0,1.125,4.0,True,True
1784,2784,random_dense,8,7,1,2,3,3,True,1.0,1.125,4.0,True,True
1785,2785,greedy_trap,14,17,1,4,3,3,True,1.0,1.0714,4.0,True,True
1786,2786,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
1787,2787,perfect_code_perturbed,15,31,4,5,3,3,True,1.0,1.2,4.0,True,True
1788,2788,circulant_efficient,14,28,4,4,3,3,True,1.0,1.0714,4.0,True,True
1789,2789,cocktail_multipartite,6,8,2,4,2,2,True,1.0,1.6667,4.0,True,True
1790,2790,random_regular,8,12,3,3,3,3,True,1.0,1.5,4.0,True,True
1791,2791,random_dense,16,85,8,14,2,2,True,1.0,1.875,4.0,True,True
1792,2792,greedy_trap,8,8,1,3,2,2,True,1.0,1.0,4.0,True,True
1793,2793,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
1794,2794,perfect_code_perturbed,8,14,3,4,2,2,True,1.0,1.25,4.0,True,True
1795,2795,circulant_efficient,16,80,10,10,2,2,True,1.0,1.375,4.0,True,True
1796,2796,cocktail_multipartite,14,84,12,12,2,2,True,1.0,1.8571,4.0,True,True
1797,2797,random_regular,16,24,3,3,5,5,True,1.0,1.25,4.0,True,True
1798,2798,random_dense,10,21,2,6,2,2,True,1.0,1.4,4.0,True,True
1799,2799,greedy_trap,14,21,1,6,4,4,True,1.0,2.0,4.0,True,True
1800,2800,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
1801,2801,perfect_code_perturbed,16,35,4,5,4,4,True,1.0,1.5,4.0,True,True
1802,2802,circulant_efficient,14,42,6,6,2,2,True,1.0,1.0,4.0,True,True
1803,2803,cocktail_multipartite,4,4,2,2,2,2,True,1.0,1.5,4.0,True,True
1804,2804,random_regular,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
1805,2805,random_dense,10,14,1,5,3,3,True,1.0,1.8,4.0,True,True
1806,2806,greedy_trap,15,23,1,6,4,4,True,1.0,1.8667,4.0,True,True
1807,2807,geometric_setcover,10,10,1,3,4,4,True,1.0,1.6,4.0,True,True
1808,2808,perfect_code_perturbed,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
1809,2809,circulant_efficient,10,30,6,6,2,2,True,1.0,1.4,4.0,True,True
1810,2810,cocktail_multipartite,6,12,4,4,2,2,True,1.0,1.6667,4.0,True,True
1811,2811,random_regular,8,20,5,5,2,2,True,1.0,1.5,4.0,True,True
1812,2812,random_dense,8,19,3,7,1,1,True,1.0,1.0,4.0,True,True
1813,2813,greedy_trap,15,23,2,4,4,4,True,1.0,1.3333,4.0,True,True
1814,2814,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
1815,2815,perfect_code_perturbed,13,26,4,4,3,3,True,1.0,1.1538,4.0,True,True
1816,2816,circulant_efficient,16,48,6,6,3,3,True,1.0,1.3125,4.0,True,True
1817,2817,cocktail_multipartite,11,40,7,8,2,2,True,1.0,1.6364,4.0,True,True
1818,2818,random_regular,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
1819,2819,random_dense,10,20,3,8,2,2,True,1.0,1.8,4.0,True,True
1820,2820,greedy_trap,13,15,1,5,4,4,True,1.0,1.8462,4.0,True,True
1821,2821,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
1822,2822,perfect_code_perturbed,8,13,3,4,2,2,True,1.0,1.25,4.0,True,True
1823,2823,circulant_efficient,14,56,8,8,2,2,True,1.0,1.2857,4.0,True,True
1824,2824,cocktail_multipartite,14,84,12,12,2,2,True,1.0,1.8571,4.0,True,True
1825,2825,random_regular,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
1826,2826,random_dense,10,23,3,6,2,2,True,1.0,1.4,4.0,True,True
1827,2827,greedy_trap,9,10,1,4,2,2,True,1.0,1.1111,4.0,True,True
1828,2828,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
1829,2829,perfect_code_perturbed,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
1830,2830,circulant_efficient,16,64,8,8,2,2,True,1.0,1.125,4.0,True,True
1831,2831,cocktail_multipartite,10,40,8,8,2,2,True,1.0,1.8,4.0,True,True
1832,2832,random_regular,8,20,5,5,2,2,True,1.0,1.5,4.0,True,True
1833,2833,random_dense,16,40,3,7,4,4,True,1.0,2.0,4.0,True,True
1834,2834,greedy_trap,12,16,1,4,3,3,True,1.0,1.25,4.0,True,True
1835,2835,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
1836,2836,perfect_code_perturbed,9,20,4,5,2,2,True,1.0,1.3333,4.0,True,True
1837,2837,circulant_efficient,14,28,4,4,3,3,True,1.0,1.0714,4.0,True,True
1838,2838,cocktail_multipartite,11,44,7,9,2,2,True,1.0,1.8182,4.0,True,True
1839,2839,random_regular,14,49,7,7,3,3,True,1.0,1.7143,4.0,True,True
1840,2840,random_dense,12,38,3,10,2,2,True,1.0,1.8333,4.0,True,True
1841,2841,greedy_trap,15,21,1,4,3,3,True,1.0,1.0,4.0,True,True
1842,2842,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
1843,2843,perfect_code_perturbed,7,14,4,4,2,2,True,1.0,1.4286,4.0,True,True
1844,2844,circulant_efficient,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
1845,2845,cocktail_multipartite,10,40,8,8,2,2,True,1.0,1.8,4.0,True,True
1846,2846,random_regular,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
1847,2847,random_dense,8,17,1,7,1,1,True,1.0,1.0,4.0,True,True
1848,2848,greedy_trap,16,22,1,4,4,4,True,1.0,1.25,4.0,True,True
1849,2849,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
1850,2850,perfect_code_perturbed,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
1851,2851,circulant_efficient,14,28,4,4,3,3,True,1.0,1.0714,4.0,True,True
1852,2852,cocktail_multipartite,6,12,4,4,2,2,True,1.0,1.6667,4.0,True,True
1853,2853,random_regular,10,15,3,3,3,3,True,1.0,1.2,4.0,True,True
1854,2854,random_dense,8,18,3,6,2,2,True,1.0,1.75,4.0,True,True
1855,2855,greedy_trap,16,22,1,4,4,4,True,1.0,1.25,4.0,True,True
1856,2856,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
1857,2857,perfect_code_perturbed,7,14,4,4,2,2,True,1.0,1.4286,4.0,True,True
1858,2858,circulant_efficient,12,48,8,8,2,2,True,1.0,1.5,4.0,True,True
1859,2859,cocktail_multipartite,12,60,10,10,2,2,True,1.0,1.8333,4.0,True,True
1860,2860,random_regular,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
1861,2861,random_dense,12,34,4,9,2,2,True,1.0,1.6667,4.0,True,True
1862,2862,greedy_trap,16,20,1,4,4,4,True,1.0,1.25,4.0,True,True
1863,2863,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
1864,2864,perfect_code_perturbed,11,24,4,5,2,2,True,1.0,1.0909,4.0,True,True
1865,2865,circulant_efficient,12,48,8,8,2,2,True,1.0,1.5,4.0,True,True
1866,2866,cocktail_multipartite,10,40,8,8,2,2,True,1.0,1.8,4.0,True,True
1867,2867,random_regular,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
1868,2868,random_dense,14,58,7,10,2,2,True,1.0,1.5714,4.0,True,True
1869,2869,greedy_trap,13,16,1,4,3,3,True,1.0,1.1538,4.0,True,True
1870,2870,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
1871,2871,perfect_code_perturbed,7,14,4,4,2,2,True,1.0,1.4286,4.0,True,True
1872,2872,circulant_efficient,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
1873,2873,cocktail_multipartite,10,32,6,8,2,2,True,1.0,1.8,4.0,True,True
1874,2874,random_regular,10,25,5,5,2,2,True,1.0,1.2,4.0,True,True
1875,2875,random_dense,10,17,1,7,2,2,True,1.0,1.6,4.0,True,True
1876,2876,greedy_trap,16,22,1,4,4,4,True,1.0,1.25,4.0,True,True
1877,2877,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
1878,2878,perfect_code_perturbed,16,34,4,5,4,4,True,1.0,1.5,4.0,True,True
1879,2879,circulant_efficient,10,30,6,6,2,2,True,1.0,1.4,4.0,True,True
1880,2880,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
1881,2881,random_regular,8,20,5,5,2,2,True,1.0,1.5,4.0,True,True
1882,2882,random_dense,10,27,3,7,2,2,True,1.0,1.6,4.0,True,True
1883,2883,greedy_trap,7,8,2,3,2,2,True,1.0,1.1429,4.0,True,True
1884,2884,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
1885,2885,perfect_code_perturbed,16,33,4,5,4,4,True,1.0,1.5,4.0,True,True
